@relation delaney-weka.filters.unsupervised.attribute.Standardize

@attribute MolLogP numeric
@attribute MolWt numeric
@attribute NumRotatableBonds numeric
@attribute AromaticProportion numeric
@attribute logS numeric

@data
0.952124,0.839192,0.314398,0.684721,-4.89
1.21595,1.422321,1.456212,-0.092042,-5.67
0.961556,0.616819,-0.827416,1.017619,-5.43
-0.817219,1.307149,-0.066207,0.525837,-3.451
0.156906,0.078428,-0.446811,0.185373,-3.483
-0.361539,-0.341693,-0.827416,1.320254,-2.831
1.498211,0.484312,-0.827416,1.558579,-7.85
1.445371,0.230581,-0.827416,1.849865,-8.057
-0.275419,-1.049378,-0.827416,-1.062996,-1.3
0.205502,-0.900558,-0.827416,-1.062996,-4.3
-0.25543,-1.310622,-0.446811,-1.062996,-2.54
0.229832,-0.510567,0.695003,-1.062996,-2.06
0.102286,0.341748,-0.066207,0.029327,-2.338
0.315416,1.082477,-0.066207,0.525837,-3.499
2.395531,0.932838,-0.827416,1.849865,-9.332
0.116595,1.382134,-0.066207,-1.062996,-3.24
-0.246159,1.518394,-0.066207,-1.062996,-3.11
0.059736,1.928029,0.314398,-1.062996,-4.21
0.97206,1.346186,0.695003,0.878911,-5.839
1.062156,1.541011,1.456212,0.261032,-5.382
0.813325,0.854628,-0.446811,1.055448,-2.84
-0.41707,0.351453,0.695003,0.029327,-3.15
0.570721,0.104563,0.314398,-1.062996,-3.4
-0.64305,0.308314,-0.066207,-1.062996,-2.17
-1.56829,-0.355481,-0.827416,-1.062996,-1.655
0.150893,-1.037246,-0.827416,-1.062996,-3.51
-0.40066,-0.881341,-0.827416,-1.062996,-0.88
0.03085,-1.056891,-0.827416,-1.062996,-3.18
-0.94112,0.054583,-0.827416,-1.062996,-3.168
-0.058163,-1.173934,-0.827416,-1.062996,-3.1
-0.609717,-1.018029,-0.827416,-1.062996,-0.44
-0.498141,-1.037674,-0.827416,-1.062996,-0.6
-0.178206,-1.193579,-0.827416,-1.062996,-2.59
-0.754357,0.747612,0.314398,-1.062996,-1.13
-1.150177,-0.082105,-0.827416,-1.062996,-3.06
0.35995,-0.900558,-0.827416,-1.062996,-4.15
-0.191604,-0.744653,-0.827416,-1.062996,-1.29
-0.732064,0.191271,-0.827416,-1.062996,-2.982
-0.26722,-1.310622,-0.827416,-1.062996,-2.64
-0.387263,-1.330267,-0.827416,-1.062996,-2.1
-1.359233,-0.218793,-0.827416,-1.062996,-2.349
-1.777346,-0.492169,-0.827416,-1.062996,-1.886
-0.04214,-0.061602,-0.446811,-1.062996,-2.218
2.072852,2.237977,1.456212,0.142326,-7.337
2.194448,2.389623,1.456212,0.064563,-8.176
1.998307,2.062671,1.456212,0.185373,-8.017
-1.659715,-0.911394,-0.827416,1.12165,-1.155
0.949552,1.294394,-0.827416,-0.480424,-5.507
-0.410146,0.4256,-0.066207,0.993141,-3.094
1.864878,1.124671,0.314398,0.878911,-7.2
2.003623,1.105026,-0.066207,0.878911,-6.9
2.168468,1.460325,-0.066207,0.776706,-7.15
0.491782,-0.646827,-0.827416,-1.062996,-5.19
2.275059,1.070842,3.73984,-1.062996,-5.14
2.165617,2.928989,1.456212,0.185373,-8.402
0.668148,1.22623,-0.066207,-1.062996,-3.45
0.974043,1.635865,0.314398,-1.062996,-4.63
0.759252,0.93239,0.695003,0.525837,-4.632
-0.296588,1.830388,-0.066207,-1.062996,-3.59
0.009307,2.240023,0.314398,-1.062996,-4.9
-0.02542,-0.510567,-0.827416,-1.062996,-1.85
2.134974,1.811844,4.501049,-0.438811,-6.96
0.765844,1.843904,2.217421,-0.303119,-6.34
0.765844,1.843904,2.217421,-0.303119,-6.34
0.979777,0.639183,0.695003,-1.062996,-4.286
0.377634,0.780685,-0.446811,0.684721,-3.754
0.608567,0.971739,1.836817,-0.143145,-3.64
0.609252,-0.355062,-0.827416,1.849865,-4.6
0.860324,-0.198485,-0.827416,1.849865,-4.38
-0.383404,-0.300103,-0.827416,-1.062996,-1.17
0.082565,-0.725008,1.456212,-1.062996,-1.85
1.256518,1.070296,4.881653,-1.062996,-3.896
0.616969,0.718339,2.217421,-0.189138,-4.4
0.372543,0.906489,1.075607,-0.034927,-4.31
-0.550714,-1.166421,-0.827416,-1.062996,-0.63
0.828652,0.628484,-0.066207,0.993141,-3.953
1.688297,1.61623,-0.066207,0.684721,-5.666
1.089102,1.717798,-0.827416,-1.062996,-6.29
1.155125,0.601326,0.314398,0.684721,-4.95
2.827684,2.631134,-0.446811,-1.062996,-7.278
-0.753661,-1.27176,-0.066207,-1.062996,-0.09
-0.219256,0.171587,0.695003,0.029327,-2.35
-0.369631,-1.115183,-0.066207,-1.062996,-1.34
-0.022258,-0.802702,0.314398,-1.062996,-2.42
1.275168,0.620971,0.695003,0.684721,-4.07
0.606573,0.796131,0.695003,0.601496,-4.16
0.606091,1.033471,-0.066207,0.601496,-6.02
0.427741,5.460101,1.836817,-1.062996,-5.293
-0.123812,5.616006,1.836817,-1.062996,-4.081
1.453195,1.265092,3.73984,-0.334781,-6.144
-0.340425,0.615894,-0.827416,-1.062996,-2.34
2.134974,1.811844,4.501049,-0.438811,-6.637
-0.337263,-0.998384,-0.066207,-1.062996,-1.1
0.046767,-0.841807,-0.066207,-1.062996,-2.24
-0.02901,0.926319,2.217421,-1.062996,0.523
0.225491,1.307374,-0.066207,0.330111,-4.328
-0.263415,0.0646,-0.446811,-1.062996,-0.85
-0.294701,0.045423,0.695003,0.102148,-2.24
-1.185654,-1.252544,-0.066207,-1.062996,0.48
-0.637369,-0.101789,-0.066207,0.185373,-1.66
-0.787744,-1.38856,-0.827416,-1.062996,-0.45
-0.440371,-1.076078,-0.446811,-1.062996,-1.44
0.268524,1.14608,1.075607,-0.268579,-5.47
0.146284,0.346747,0.695003,-0.034927,-3.38
-3.367483,-0.238507,-0.827416,-1.062996,0.35
0.048482,-0.841807,0.695003,-1.062996,-2.58
2.289421,1.811844,5.262258,-0.438811,-5.115
1.63969,2.046358,-0.827416,-1.062996,-7.32
-0.535333,0.181215,-0.066207,0.029327,-1.57
0.245212,0.338006,0.314398,0.878911,-2.98
0.551857,-0.335417,-0.066207,1.625798,-3.96
0.525758,-0.345006,-0.066207,1.625798,-3.504
0.443872,-0.354634,-0.066207,1.625798,-4.08
-0.335548,-0.998384,0.695003,-1.062996,-1.62
0.628116,0.895731,0.695003,-1.062996,-4.86
0.707966,0.679994,2.598026,-1.062996,-4.23
0.070186,0.922392,1.075607,-0.143145,-3.35
0.341782,0.277394,-0.446811,0.185373,-3.8
0.460753,-0.666472,-0.446811,-1.062996,-4.26
-0.499524,-0.063318,-0.066207,0.185373,-1.456
-0.46797,-0.23801,0.314398,0.281401,-2.17
-2.498513,0.483474,0.314398,0.393435,-0.17
3.00046,0.759345,5.642863,-1.062996,-8.172
1.089102,1.717798,-0.827416,-1.062996,-6.18
0.809199,0.83624,-0.827416,-1.062996,-4.16
1.090441,0.992816,-0.827416,-1.062996,-5.41
0.801321,0.601326,-0.827416,0.393435,-5.24
0.690442,0.620971,-0.827416,-0.189138,-5.282
-0.125205,0.814879,-0.446811,0.601496,-3.62
-2.548942,-0.804047,0.314398,-1.062996,0.7
0.621685,0.660261,-0.827416,-0.189138,-5.03
-0.01363,-0.549858,0.314398,0.525837,-2.92
0.070132,0.816166,-0.827416,-0.23075,-4.955
0.733261,0.640616,-0.827416,-0.189138,-3.955
0.790495,1.253495,1.456212,-0.303119,-6.124
-0.762557,-1.701041,-0.827416,-1.062996,-1.36
-0.810842,-1.38856,-0.827416,-1.062996,-0.6
-1.313253,-1.545136,-0.827416,-1.062996,1.1
0.623508,0.894347,-0.827416,-0.268579,-4.3
0.111879,0.201532,0.695003,0.102148,-2.09
1.369862,1.752626,3.73984,-1.062996,-5.54
-0.319621,0.045423,1.075607,0.102148,-3.028
0.768202,1.05068,-0.827416,-1.062996,-5.66
-0.209825,0.796306,0.695003,-0.143145,-3.42
-0.209825,0.796306,0.695003,-0.143145,-3.42
-0.593104,0.523212,0.314398,0.575488,-3.81
-1.007358,-1.135501,-0.446811,-1.062996,-0.04
-0.313951,-0.530641,-0.066207,0.525837,-2.32
-0.171132,-0.588749,1.075607,-1.062996,-1.28
-0.099803,-0.27691,0.314398,0.281401,-3
0.665094,-0.041996,2.598026,-1.062996,-4.1
-1.216415,-1.272189,-0.066207,-1.062996,0.15
0.037924,-0.452061,1.456212,-1.062996,-2.74
-0.171132,-0.588749,1.075607,-1.062996,-2.35
0.456037,-0.178684,2.217421,-1.062996,-3.8
0.246981,-0.315372,1.836817,-1.062996,-3.39
-0.380189,-0.725437,0.695003,-1.062996,-1.75
-0.798302,-0.998813,-0.066207,-1.062996,-0.66
-0.544604,-1.135072,0.314398,-1.062996,-0.66
-0.687423,-1.291405,-0.066207,-1.062996,-0.85
-0.107252,-0.959493,-0.446811,1.12165,-2.77
0.282726,-0.900558,-0.446811,-1.062996,-4.25
-0.8826,-1.720686,-0.827416,-1.062996,-0.4
-0.537852,-0.384326,-0.066207,0.393435,-2.1
-0.471721,-0.374737,-0.066207,0.393435,-2.35
-1.178848,-1.740331,-0.827416,-1.062996,0.29
2.102283,1.674756,2.598026,0.809557,-8.6
0.117881,0.386495,0.695003,0.717086,-4.735
-0.59514,3.741263,1.075607,-0.23075,-3.571
0.158074,-0.490922,-0.827416,-1.062996,-1.64
-0.1714,-0.393953,0.314398,0.393435,-1.56
0.867344,1.233382,0.314398,1.320254,-4.38
0.209639,-0.033197,-0.066207,1.073102,-3.3
0.187667,0.707523,1.075607,-0.034927,-4.04
0.434762,0.474908,1.456212,-0.034927,-3.927
0.618792,0.942407,1.836817,0.525837,-4.7
1.51117,1.411008,1.075607,0.281401,-6.025
0.348963,1.010805,1.836817,-0.092042,-2.3
0.623733,0.718212,1.075607,0.029327,-4.57
-0.358538,-0.393914,-0.446811,0.393435,-1.6
-0.918184,0.990488,1.075607,1.055448,-1.8
2.239464,2.405341,2.598026,0.525837,-6.876
-1.585171,-0.736088,-0.827416,0.878911,-0.972
-0.308377,1.713345,-0.066207,-1.062996,-3.43
-0.324455,2.005694,-0.066207,-1.062996,-5.613
1.549658,2.115584,1.456212,0.185373,-6.78
0.187442,0.268692,-0.446811,0.029327,-3.43
1.09221,-0.02315,-0.827416,1.849865,-6
0.433368,-0.374279,-0.827416,1.625798,-5
-0.334101,-1.057563,-0.827416,1.433742,-1.8
0.254108,1.674483,-0.446811,-1.062996,-4.099
0.187442,0.268692,-0.446811,0.029327,-3.32
1.226668,1.215053,-0.066207,1.12165,-4.445
0.570882,1.047416,-0.066207,-0.143145,-4.047
0.023187,0.941959,0.695003,1.187851,-3.37
2.650879,2.906713,2.217421,0.435047,-8.003
-0.441014,0.162037,0.314398,0.029327,-2.34
-0.856072,0.512971,1.456212,-1.062996,-1.995
-3.038009,-0.238507,-0.066207,-1.062996,0.64
-0.626759,-1.330696,-0.827416,1.849865,-0.82
-0.727241,-1.057748,-0.446811,1.017619,-0.1
-0.480349,0.561577,-0.446811,-1.062996,-2.943
0.371204,1.638818,1.456212,0.729534,-4.571
-3.038866,-0.238507,-0.446811,-1.062996,0.74
-0.363415,0.123136,-0.066207,0.029327,-2.337
-2.206445,-1.096639,-0.066207,-1.062996,1.12
-1.288762,0.132267,1.075607,-1.062996,-0.6
0.193551,1.443555,0.314398,-0.334781,-3.246
-0.561807,-0.784372,-0.446811,0.878911,-1.96
-1.726007,-0.521364,-0.827416,1.320254,-3.583
0.031815,-0.070655,-0.827416,-1.062996,-1.71
-0.599963,0.931922,-0.827416,-0.268579,-2.7
1.496443,1.643817,-0.827416,-1.062996,-6.317
0.282726,-1.017601,0.695003,-1.062996,-4.53
1.237011,0.54697,-0.446811,-1.062996,-4.92
0.684708,0.312884,-0.827416,-1.062996,-3.67
4.254799,1.579473,7.92649,-1.062996,-8.334
2.164234,0.212592,4.120444,-1.062996,-8.4
0.583057,-0.412741,-0.827416,0.393435,-5.23
0.073669,-1.154289,0.314398,-1.062996,-3.84
1.25191,0.640616,1.075607,0.684721,-4.43
0.728974,-0.412741,1.075607,0.393435,-5.21
-1.941762,-1.018848,-0.827416,-1.062996,-0.4
0.362522,-0.19869,0.314398,1.433742,-2.92
0.002394,0.093864,0.314398,1.12165,-1.93
-1.500766,0.907356,-0.446811,-0.034927,-2.63
-0.357734,1.538039,-0.066207,-1.062996,-3.09
-0.05184,1.947674,0.314398,-1.062996,-4.88
0.828438,1.464067,-0.827416,-1.062996,-5.46
0.744515,1.22623,-0.446811,-1.062996,-3.817
-1.502106,-0.66768,-0.827416,1.558579,-2.296
-0.146749,-0.84245,-0.827416,0.878911,-3.04
-0.195998,1.570937,0.314398,0.393435,-3.586
-0.474937,-0.84284,-0.827416,1.849865,-2.16
-0.150714,-0.852468,-0.827416,1.849865,-1.52
-0.425794,-0.832823,-0.827416,0.878911,-1.04
-2.307463,0.619733,-0.066207,0.31678,-1.23
-0.084637,-0.006058,-0.827416,1.433742,-3.01
-0.540103,-0.47423,-0.827416,-1.062996,-1.6
1.095908,2.030475,0.695003,0.029327,-6.62
-0.749159,-0.610918,-0.827416,-1.062996,-1
0.012833,1.620371,-0.827416,0.525837,-3.61
-0.138067,0.381116,1.075607,0.029327,-3.785
0.396337,1.06329,1.836817,-0.253868,-3.658
-0.666469,-0.862125,-0.066207,-1.062996,-1.21
-0.875526,-0.998813,0.314398,-1.062996,-1.01
0.233637,-0.686117,-0.066207,0.684721,-4.12
-1.110359,-0.189092,-0.066207,-1.062996,-2.15
-0.552793,0.259435,0.695003,0.821796,-2.461
0.771953,1.371747,2.217421,-0.268579,-4.194
-1.505053,-0.521364,-0.827416,1.320254,-3.401
-1.481259,-0.657663,-0.446811,0.684721,0.009
-0.457413,-0.725437,0.314398,-1.062996,-1.92
-0.666469,-0.862125,0.695003,-1.062996,-1.52
-0.068238,-0.647255,-0.827416,-1.062996,-1.06
0.042372,-0.110949,-0.066207,0.185373,-2.863
0.966594,1.020598,2.217421,-0.268579,-6.49
-0.799159,-0.998813,-0.446811,-1.062996,-0.55
-1.008216,-1.135501,-0.066207,-1.062996,-0.63
0.19339,-0.822805,-0.446811,0.878911,-3.27
0.243497,0.01615,-0.066207,0.102148,-3.536
-0.114862,-0.735425,-0.827416,1.849865,-1.45
0.116756,0.728006,-0.066207,-0.189138,-2.93
0.27742,1.147259,1.075607,0.393435,-3.27
1.162413,2.787039,-0.827416,-1.062996,-5.259
0.222769,0.541932,-0.066207,0.930014,-3.021
-4.204888,1.341499,0.695003,-1.062996,-0.244
-2.69637,-0.531099,-0.827416,-1.062996,0.39
-0.4923,0.289097,-0.446811,-0.034927,-4.594
0.118256,-0.490922,0.695003,-1.062996,-1.99
0.640549,0.839991,-0.827416,-1.062996,-4.64
0.305126,0.433299,-0.066207,0.102148,-3.592
0.349499,1.135556,-0.446811,0.601496,-3.604
0.935886,1.948103,1.456212,-1.062996,-6.005
-0.175419,1.225216,2.598026,-1.062996,-3.37
-1.043103,-0.433273,0.695003,-1.062996,-0.82
-4.204888,1.341499,0.695003,-1.062996,0.358
-3.233936,-0.218861,1.075607,-1.062996,0.06
-0.282386,-0.750899,-0.827416,1.12165,-1.37
0.350142,-0.128402,-0.827416,1.12165,-3.21
0.265523,0.329596,-0.827416,1.12165,-3.55
-0.107681,-0.458736,-0.446811,0.684721,-2.77
0.280314,0.883511,0.314398,0.923045,-3.88
0.097999,1.215628,2.217421,-1.062996,-2.518
-0.85709,-0.082144,-0.066207,-1.062996,-1.899
1.516915,1.324056,-0.446811,-1.062996,-5.27
0.476402,0.913417,0.695003,1.017619,-4.873
0.039768,1.029671,0.314398,-0.189138,-3.24
1.139423,1.752908,-0.066207,-1.062996,-5.35
-0.234315,-0.316201,-0.827416,0.281401,-3.03
-0.005162,-0.471277,-0.446811,-1.062996,-2.53
0.106413,-0.490922,-0.446811,-1.062996,-2.35
-0.785494,0.132735,1.456212,-1.062996,-1.807
0.072812,-0.364193,-0.827416,1.558579,-3.18
-0.324112,0.727967,1.075607,-0.189138,-1.601
-0.971613,-1.837729,-0.827416,-1.062996,-0.9
-1.522309,-1.681825,-0.827416,-1.062996,1.57
0.296573,0.445031,-0.446811,1.389939,-2.925
-1.044014,-0.06246,-0.066207,-1.062996,-2.23
-0.542943,0.549913,-0.446811,0.939596,-2.82
-1.028366,0.356764,1.456212,-0.034927,-0.985
1.400248,1.031435,2.97863,-1.062996,-5.19
-0.31454,0.650536,2.217421,-0.092042,-2.928
0.052876,0.112651,-0.446811,1.303703,-3.664
1.477365,1.374202,0.695003,0.601496,-6.89
-1.216415,-1.272189,-0.827416,-1.062996,0.46
-1.127401,-1.155146,-0.446811,-1.062996,-0.22
-0.523007,-0.667329,-0.446811,0.684721,-1.85
-0.544604,-1.135072,0.314398,-1.062996,-0.99
-0.589245,-0.862125,0.314398,-1.062996,-0.82
0.456037,-0.178684,2.217421,-1.062996,-4.69
-1.425471,-1.408877,-0.446811,-1.062996,0.58
-0.996319,-0.199616,-0.446811,0.281401,-1.24
-0.380189,-0.725437,0.695003,-1.062996,-1.87
-1.805803,-1.545097,-0.827416,-1.062996,1.34
0.87415,0.094692,2.97863,-1.062996,-4.69
-0.84723,-0.657702,-0.446811,0.684721,-0.46
0.246981,-0.315372,1.836817,-1.062996,-3.38
0.037924,-0.452061,1.456212,-1.062996,-3.17
-0.589245,-0.862125,0.314398,-1.062996,-1.36
-1.007358,-1.135501,-0.446811,-1.062996,-0.14
-0.753661,-1.27176,-0.066207,-1.062996,-0.39
-0.545462,-1.135072,-0.827416,-1.062996,-0.24
0.073669,-1.037246,-0.827416,-1.062996,-3.85
-0.135387,-1.173934,-0.827416,-1.062996,-3.3
0.706626,0.62101,0.314398,0.684721,-3.35
-0.680778,-0.511425,-0.446811,0.525837,-1.827
1.281331,1.362918,-0.446811,-1.062996,-5.284
-0.915445,-0.60854,-0.827416,0.878911,-2.436
0.383165,0.771457,1.456212,-0.143145,-2.73
0.142008,1.570937,-0.066207,0.393435,-3.78
-0.559663,-0.521014,-0.446811,0.525837,-1.803
-0.003769,0.234333,-0.066207,0.102148,-2.564
-1.263188,-0.326208,0.314398,0.150696,-1.26
-1.113414,0.094156,-0.446811,0.185373,-2.253
-1.263188,-0.326208,0.314398,0.150696,-1.22
0.074527,-0.28875,-0.827416,1.12165,-2.67
-1.382331,0.045033,-0.446811,0.102148,-1.989
2.022434,3.322088,-0.827416,-1.062996,-6.8
-0.467263,-0.949866,-0.827416,1.12165,-0.85
-0.681742,-0.648074,-0.446811,0.684721,-2.19
-0.615612,-0.638485,-0.446811,0.684721,-1.01
-0.292558,-0.657702,-0.446811,0.684721,-2.44
-0.045034,0.097644,-0.066207,0.185373,-2.57
-2.858481,2.355994,1.456212,-0.499216,-0.742
-0.008378,-0.05826,-0.446811,0.281401,-2.89
-0.247124,0.951139,-0.446811,1.055448,-3.083
-0.078078,-0.959493,-0.827416,1.12165,-2.82
0.044837,-0.539801,0.314398,0.525837,-3.03
-1.261859,-1.14509,-0.827416,-1.062996,1.11
-0.373276,-0.813177,-0.446811,0.878911,-1.92
0.644193,1.716541,1.075607,-1.062996,-2.28
0.550035,0.650244,1.075607,0.393435,-3.57
1.445371,0.230581,-0.827416,1.849865,-8.6
0.20936,-0.745053,-0.827416,1.849865,-3.6
0.968952,0.687458,0.695003,-0.034927,-4.77
0.119114,-0.490922,0.695003,-1.062996,-2.46
-0.177242,-0.813177,-0.066207,0.878911,-1.7
0.108299,0.600975,-0.446811,0.684721,-3.19
0.755822,1.193634,0.314398,0.601496,-4.7
-1.215772,-0.803978,-0.446811,0.878911,0.61
-0.146588,1.380887,0.695003,-0.363909,-4.76
-0.778795,-0.472953,-0.066207,0.261032,-2.19
-0.021722,0.883511,-0.066207,0.525837,-3.796
-1.001195,0.093298,-0.066207,-0.022688,-3.22
0.268524,1.14608,1.075607,-0.268579,-3.561
0.59623,0.256063,-0.827416,0.525837,-3.76
-0.034744,0.746823,-0.066207,0.601496,-3.796
-0.457841,-0.79439,-0.446811,0.878911,-1.8
-1.160841,-1.262561,-0.446811,-1.062996,-0.22
1.202981,0.774371,0.314398,0.878911,-5.46
-1.273113,0.326712,0.314398,-0.206272,-3.38
-1.859179,0.2188,2.217421,-1.062996,-2.22
-1.369898,-1.399249,-0.827416,-1.062996,0.26
-0.386298,-0.949866,-0.446811,1.12165,-1.28
0.700839,-0.744224,1.456212,-1.062996,-5.88
0.986208,2.991111,1.075607,0.729534,-3.931
-0.196588,0.172483,-0.446811,-1.062996,-3.171
0.86504,1.323628,-0.446811,-1.062996,-4.8
0.084816,1.069897,-0.827416,-1.062996,-4.57
0.266488,0.965103,-0.066207,0.684721,-4.046
1.864878,1.124671,0.314398,0.878911,-6.51
-0.790317,-0.930649,-0.827416,1.12165,-0.72
-0.282386,-0.750899,-0.827416,1.12165,-1.52
0.350142,-0.128402,-0.827416,1.12165,-3.19
0.265523,0.329596,-0.827416,1.12165,-3.54
-0.107681,-0.458736,-0.446811,0.684721,-2.55
0.491782,-0.880912,1.075607,-1.062996,-5.24
-1.258054,-1.125873,-0.446811,-1.062996,0.85
0.074527,-0.28875,-0.827416,1.12165,-2.7
-1.04932,-0.657702,-0.446811,0.684721,-1.82
-0.561807,-0.784372,-0.446811,0.878911,-1.96
-0.681742,-0.648074,-0.446811,0.684721,-1.96
-0.453233,-0.501797,-0.066207,0.525837,-1.96
-0.615612,-0.638485,-0.446811,0.684721,-1.74
-0.292558,-0.657702,-0.446811,0.684721,-2.33
-0.360307,1.38114,2.217421,-0.303119,-5.16
0.461503,0.386456,0.314398,0.55526,-4.314
-0.467263,-0.949866,-0.827416,1.12165,-2.21
0.947408,1.370041,0.314398,0.393435,-5.696
-1.255107,0.142606,-0.446811,-1.062996,0.106
-0.000661,0.799902,-0.446811,0.684721,-3.952
-0.614969,0.610739,-0.066207,-0.092042,-2.281
-0.078078,-0.959493,-0.827416,1.12165,-2.8
0.559628,1.166905,1.075607,0.393435,-3.73
0.036906,-0.19869,-0.446811,1.433742,-2.7
1.864878,1.124671,0.314398,0.878911,-7.2
2.003623,1.105026,-0.066207,0.878911,-6.9
-0.790317,-0.930649,-0.827416,1.12165,-0.8
-2.195459,-0.882589,-0.827416,-1.062996,-0.4
0.440496,0.844211,1.836817,-0.092042,-4.66
0.036906,-0.19869,-0.446811,1.433742,-2.7
-0.022311,0.091895,-0.446811,0.525837,-3.083
0.32399,0.762755,-0.827416,1.12165,-4.56
-0.080779,-0.341264,-0.446811,0.525837,-2.843
-0.282386,-0.750899,-0.827416,1.12165,-1.66
0.350142,-0.128402,-0.827416,1.12165,-3.63
0.265523,0.329596,-0.827416,1.12165,-4.03
-0.107681,-0.458736,-0.446811,0.684721,-2.92
-0.401132,-0.940277,-0.827416,1.12165,-0.73
0.494354,-0.01248,1.456212,-1.062996,-3.53
1.536743,1.210395,0.695003,0.456758,-5.915
1.342156,0.445402,-0.827416,0.525837,-5.65
0.381118,-0.02277,-0.827416,-1.062996,-2.6
1.184386,0.601306,-0.827416,0.393435,-4.28
0.417774,-0.549429,-0.827416,0.525837,-4
-0.135387,-1.290977,-0.066207,-1.062996,-3.18
-0.677455,0.210916,0.695003,-1.062996,-2.39
-0.380189,-0.725437,0.695003,-1.062996,-1.89
-0.380189,-0.725437,0.695003,-1.062996,-2.25
0.519917,-0.549429,0.695003,0.525837,-4.64
0.700839,-0.627181,0.695003,-1.062996,-6.08
0.343079,1.70287,0.695003,0.393435,-3.8
1.963645,1.818957,1.456212,0.281401,-6.291
1.762091,0.464667,-0.827416,1.849865,-8.804
-0.356395,-0.501612,-0.446811,0.525837,-1.78
-0.217274,-0.247637,0.314398,0.281401,-2.35
0.827366,-0.257236,-0.827416,1.849865,-5.26
0.503143,-0.247608,-0.827416,1.849865,-2.78
-0.19498,-0.803589,-0.066207,0.878911,-2.33
0.71548,0.93239,0.314398,0.525837,-4.805
-0.937155,0.269023,-0.066207,-0.034927,-2.322
-0.566416,-1.076965,-0.827416,1.433742,0
0.595373,1.10793,-0.066207,1.12165,-2.9
1.774578,1.421025,1.456212,0.281401,-5.24
0.717398,1.011,1.075607,0.456758,-3.81
-0.791496,-0.940238,-0.446811,1.12165,0.07
-0.680724,-0.940277,-0.446811,1.12165,-0.4
-0.593264,-0.510714,-0.446811,0.684721,-1.77
-0.364165,0.464248,-0.066207,0.776706,-4.097
0.68519,0.543306,2.217421,-1.062996,-4.11
0.957644,1.590173,1.836817,0.185373,-5.233
0.417602,0.912803,1.836817,-0.143145,-4.862
-1.311859,-0.540659,-0.827416,-1.062996,-2.932
-1.006929,-0.560304,-0.827416,0.525837,-2.61
-0.54618,-0.745442,-0.827416,0.684721,-2.38
-0.588709,-0.521014,-0.446811,0.525837,-1.03
-0.666898,-0.804017,-0.446811,0.878911,-0.96
2.063377,0.718398,-0.827416,1.849865,-7.87
0.293712,0.786503,0.314398,-0.23075,-3.46
-0.654518,-0.53107,-0.446811,0.525837,-1.63
0.937387,1.450571,2.598026,-1.062996,-4.15
-0.658784,0.327998,-0.066207,-0.034927,-1.95
-0.465237,1.234854,-0.066207,0.456758,-4.16
-0.504519,-0.667329,-0.066207,0.684721,-1.49
-0.467263,-0.949866,-0.827416,1.12165,-1.21
-0.681742,-0.648074,-0.446811,0.684721,-2.37
-0.453233,-0.501797,-0.066207,0.525837,-2.41
-0.615612,-0.638485,-0.446811,0.684721,-0.74
-0.292558,-0.657702,-0.446811,0.684721,-2.49
0.326938,-0.335417,-0.446811,1.625798,-3.48
0.76638,0.816594,-0.827416,-1.062996,-4.12
-0.477777,1.518394,-0.066207,-1.062996,-3.18
-0.171882,1.928029,0.314398,-1.062996,-4.37
1.107269,1.089971,-0.446811,-1.062996,-4.65
-1.024239,0.132764,-0.066207,0.029327,-2.64
-1.095568,-0.06246,-0.066207,-1.062996,-2.21
0.44682,0.7748,-0.446811,-0.092042,-4.8
1.218844,1.070325,-0.446811,-1.062996,-4.42
-0.497498,0.201366,1.075607,0.029327,-2.478
-0.115237,0.357943,1.075607,0.029327,-4.1
0.116649,0.0688,0.314398,0.185373,-2.48
-0.5535,-1.564353,-0.827416,-1.062996,-1.94
0.478438,0.131078,-0.066207,0.281401,-3
-0.151947,0.244428,0.695003,0.102148,-4.43
-0.059128,0.747242,1.836817,-1.062996,-3.408
0.645372,1.340807,1.075607,0.393435,-3.493
-0.993478,-1.428094,-0.446811,-1.062996,0.58
-0.819481,-1.457327,-0.827416,-1.062996,0.28
-0.137799,0.044955,0.314398,0.102148,-2.05
-0.798302,-0.998813,-0.066207,-1.062996,-0.72
-0.798302,-0.998813,-0.066207,-1.062996,-1.92
-1.007358,-1.135501,0.314398,-1.062996,-0.49
-0.589245,-0.862125,0.314398,-1.062996,-1.34
0.101804,-0.822805,-0.066207,0.878911,-3.37
0.282726,-0.900558,-0.066207,-1.062996,-4.74
-0.673543,-1.583998,-0.827416,-1.062996,-1.08
-0.336405,-0.998384,0.314398,-1.062996,-1.34
-0.969791,-1.603643,-0.827416,-1.062996,-0.41
0.128921,-0.530213,-0.827416,0.525837,-2.41
-1.08753,-0.706542,-0.827416,1.849865,0.02
1.378062,0.250226,-0.066207,1.849865,-7.11
-0.968226,-0.325575,-0.446811,0.525837,-1.74
-0.078078,-0.959493,-0.827416,1.12165,-2.77
0.139532,0.123136,-0.066207,0.029327,-2.56
-1.539994,-0.794351,-0.446811,0.878911,-0.667
-0.52574,0.165808,-0.446811,1.267293,-2.878
1.144086,-0.02315,-0.827416,1.849865,-6.176
-1.05709,-1.213614,-0.827416,1.849865,1.1
-0.732868,-1.223242,-0.827416,1.849865,0.76
-1.05709,-1.213614,-0.827416,1.849865,1.1
-0.111475,0.396123,-0.066207,0.717086,-2.09
-0.841549,0.829389,-0.066207,-0.092042,-3.29
